UserID,Rating,Date,Year,Title
7,4,2005-01-19,2003,Elf
7,4,2004-09-27,2002,Road to Perdition
7,5,2005-05-23,1951,A Streetcar Named Desire
7,3,2005-05-23,1991,Hook
7,2,2004-07-04,1998,U.S. Marshals
7,5,2004-08-24,2004,Kill Bill: Vol. 2
7,4,2005-05-23,1995,Nine Months
7,3,2004-05-05,2002,Collateral Damage
7,2,2004-09-27,2001,Training Day
7,3,2004-06-09,2003,Uptown Girls
7,5,2005-05-23,2003,Daredevil
7,5,2005-03-07,2001,A Beautiful Mind
7,4,2005-05-23,1984,Footloose: Special Collector's Edition
7,3,2005-05-23,2000,What Women Want
7,2,2005-05-23,2001,Jimmy Neutron: Boy Genius
7,5,2005-05-23,1975,Three Days of the Condor
7,1,2004-07-04,1990,Look Who's Talking Too
7,3,2005-05-23,2000,Shanghai Noon
7,4,2005-05-23,1998,Patch Adams
7,4,2005-05-23,1993,Rudy
7,3,2005-05-31,2004,Around the World in 80 Days
7,5,2005-11-27,1997,The Devil's Own
7,5,2005-10-30,1983,Silkwood
7,3,2005-05-23,2003,2 Fast 2 Furious
7,5,2003-11-21,2001,Blast
7,4,2004-09-27,1986,Power
7,5,2004-05-05,2003,Whale Rider
7,5,2005-05-23,2000,Pay It Forward
7,5,2004-06-09,2003,Bad Boys II
7,3,2005-05-23,1984,Police Academy: Special Edition
7,3,2005-05-23,1995,Pocahontas
7,3,2005-05-23,1981,Porky's
7,4,2005-05-23,1995,Dangerous Minds
7,4,2005-05-23,1994,The Mask: Special Edition
7,3,2004-06-21,2003,Love Actually
7,5,2005-06-04,2004,Sideways
7,4,2005-05-23,1993,Grumpy Old Men
7,4,2005-05-23,1988,Dirty Rotten Scoundrels
7,4,2005-01-19,1964,Goldfinger
7,3,2005-01-19,2003,Identity
7,3,2005-05-23,1960,The Alamo
7,4,2005-05-23,1990,Presumed Innocent
7,5,2005-05-23,1996,If These Walls Could Talk
7,3,2005-05-23,1991,The Addams Family
7,4,2005-05-23,1992,Wayne's World
7,2,2005-05-23,2001,Spy Kids
7,4,2005-05-23,1994,Guarding Tess
7,4,2005-05-23,1998,Fallen
7,5,2004-09-27,2003,The Matrix: Reloaded
7,5,2004-09-27,1974,The Godfather
7,5,2004-09-27,2003,Something's Gotta Give
7,3,2005-05-23,1994,Bob Roberts
7,4,2004-12-12,2004,The Bourne Supremacy
7,5,2005-07-30,2004,What the #$*! Do We Know!?
7,4,2005-05-23,2003,The In-Laws
7,4,2005-05-23,1986,Flight of the Navigator
7,3,2005-05-23,1982,Poltergeist
7,3,2005-01-19,2002,Men in Black II
7,3,2005-05-23,1991,Jungle Fever
7,5,2004-11-01,2004,Eternal Sunshine of the Spotless Mind
7,3,2005-05-23,1988,Betrayed
7,4,2005-01-19,1999,The Talented Mr. Ripley
7,5,2004-09-27,2003,The Italian Job
7,5,2005-05-23,1952,Singin' in the Rain
7,4,2005-03-07,2004,Mean Girls
7,5,2005-01-19,2003,The Matrix: Revolutions
7,5,2004-08-24,1995,Braveheart
7,2,2005-05-23,1998,The Big One
7,5,2004-09-27,2003,Pirates of the Caribbean: The Curse of the Black Pearl
7,4,2004-09-27,2004,Along Came Polly
7,5,2005-05-23,2004,The Door in the Floor
7,5,2005-05-23,1981,History of the World: Part 1
7,3,2005-05-23,2000,The Perfect Storm
7,4,2005-05-23,1998,The Parent Trap
7,4,2005-05-23,1980,Stir Crazy
7,5,2004-09-27,2003,The Last Samurai
7,4,2005-01-19,2004,Shrek 2
7,4,2005-05-23,1988,Shoot to Kill
7,5,2005-05-23,1975,Jaws
7,4,2005-05-23,1988,The Last Temptation of Christ
7,3,2005-05-23,2001,Jurassic Park III
7,5,2005-05-23,2002,About a Boy
7,5,2005-05-23,1973,Charlotte's Web
7,5,2004-08-24,2003,Beyond Borders
7,3,2005-05-23,1996,The People vs. Larry Flynt
7,5,2005-01-19,2004,The Passion of the Christ
7,2,2005-10-30,2004,Napoleon Dynamite
7,5,2005-01-19,1991,Fried Green Tomatoes
7,5,2004-09-27,2001,Lord of the Rings: The Fellowship of the Ring
7,4,2005-05-23,1992,Forever Young
7,3,2004-11-22,2000,Man on the Moon
7,4,2005-05-23,1956,The King and I
7,3,2003-11-21,2001,The Wedding Planner
7,5,2004-11-10,2001,The West Wing: Season 3
7,5,2005-05-23,1986,9 1/2 Weeks
7,4,2005-05-23,1993,Sleepless in Seattle
7,3,2005-05-23,1960,Pollyanna
7,4,2005-05-23,1994,Four Weddings and a Funeral
7,3,2005-05-23,1993,Hocus Pocus
7,5,2005-05-23,1959,Sleeping Beauty: Special Edition
7,5,2004-08-24,1986,Children of a Lesser God
7,4,2004-06-21,1995,Bad Boys
7,4,2004-07-04,2003,Bruce Almighty
7,4,2005-05-23,2001,Bridget Jones's Diary
7,4,2004-09-27,2003,The Recruit
7,3,2005-05-23,2004,Confessions of a Teenage Drama Queen
7,5,2005-03-07,1991,The Silence of the Lambs
7,5,2005-04-02,1981,On Golden Pond
7,5,2005-07-30,1998,One True Thing
7,4,2005-05-23,1953,Gentlemen Prefer Blondes
7,3,2004-07-04,1993,Sister Act 2: Back in the Habit
7,5,2005-03-07,1973,The Sting
7,5,2004-11-10,2001,The Others
7,4,2005-01-19,2001,Planet of the Apes
7,5,2004-09-27,2003,House of Sand and Fog
7,4,2004-09-27,2002,Signs
7,4,2005-05-23,1985,Missing in Action 2: The Beginning / Missing in Action 3: Braddock
7,5,2004-11-01,2004,The Alamo
7,5,2005-04-02,1987,Lethal Weapon
7,4,2005-05-23,1997,The Full Monty
7,5,2004-08-24,2002,The Pianist
7,5,2005-05-23,1995,While You Were Sleeping
7,5,2005-05-23,1978,Cheech & Chong's Up in Smoke
7,3,2005-05-23,1989,Major League
7,5,2005-10-30,1991,The Prince of Tides
7,3,2005-05-23,1992,Death Becomes Her
7,5,2005-05-23,1973,The Way We Were
7,4,2005-05-23,1988,Who Framed Roger Rabbit?: Special Edition
7,5,2004-05-05,2003,S.W.A.T.
7,3,2005-05-23,1931,Dracula
7,5,2004-06-09,1999,Being John Malkovich
7,1,2004-09-27,2002,Bowling for Columbine
7,5,2005-06-30,2004,The Final Cut
7,3,2004-09-27,2002,About Schmidt
7,5,2005-06-30,2004,Garden State
7,4,2005-05-23,1987,Planes
7,4,2005-05-23,1983,War Games
7,3,2005-05-23,1997,Hercules
7,5,2005-05-23,1978,MASH: Season 7
7,5,2005-05-23,1995,First Knight
7,5,2005-05-23,1939,The Wizard of Oz: Collector's Edition
7,3,2004-06-21,2003,Freaky Friday
7,4,2005-05-23,1986,The Color of Money
7,3,2005-05-23,1992,Bram Stoker's Dracula
7,4,2005-05-23,2002,Lilo and Stitch
7,5,2005-01-19,1999,The Sixth Sense
7,5,2005-10-30,1987,Moonstruck
7,4,2005-05-23,2000,The Family Man
7,3,2005-05-23,1993,Rookie of the Year
7,4,2005-05-23,1968,Rosemary's Baby
7,5,2005-05-23,1997,Liar Liar
7,5,2005-05-23,1989,When Harry Met Sally
7,3,2005-05-23,1986,Back to School
7,4,2005-05-23,1995,A Walk in the Clouds
7,5,2005-05-23,1979,Star Trek: The Motion Picture
7,5,2005-05-23,1988,Beaches
7,5,2005-05-23,1965,Doctor Zhivago
7,5,2004-09-27,1973,The Day of the Jackal
7,2,2004-09-27,2002,Bend It Like Beckham
7,5,2005-05-23,1980,Nine to Five
7,4,2005-05-23,1992,Aladdin: Platinum Edition
7,5,2005-05-23,1980,Ordinary People
7,4,2005-03-07,2004,Ray
7,5,2004-09-09,1992,Reservoir Dogs
7,5,2004-09-27,2004,50 First Dates
7,5,2005-05-23,1982,An Officer and a Gentleman
7,5,2005-05-23,2002,Curb Your Enthusiasm: Season 3
7,3,2004-09-09,1995,Hackers
7,5,2004-07-20,2002,The Magdalene Sisters
7,4,2005-01-19,2001,Serendipity
7,4,2005-05-23,1955,To Catch a Thief
7,3,2005-05-23,1994,Beverly Hills Cop III
7,3,2005-05-23,1994,Speed
7,4,2005-05-23,1990,Flatliners
7,5,2004-11-10,2002,The Sum of All Fears
7,5,2005-05-23,1975,Funny Lady
7,4,2004-09-27,2003,X2: X-Men United
7,4,2005-01-19,1999,Dogma
7,5,2004-09-27,2003,Finding Nemo (Widescreen)
7,5,2005-05-23,1978,Superman: The Movie
7,4,2005-05-23,1993,Free Willy
8,4,2005-08-25,2002,Collateral Damage
8,1,2005-08-25,2004,The Life Aquatic with Steve Zissou
8,4,2005-08-25,2003,Freaky Friday
8,4,2005-08-25,1995,Casper
8,5,2005-08-25,2003,Pirates of the Caribbean: The Curse of the Black Pearl
8,3,2005-08-25,2000,What Women Want
8,4,2005-08-25,1995,Braveheart
8,4,2005-08-25,2002,Men in Black II
8,5,2005-08-25,2003,The Matrix: Reloaded
8,5,2005-08-25,1990,Die Hard 2: Die Harder
8,5,2005-08-25,1983,National Lampoon's Vacation
8,5,2005-08-25,1995,Bad Boys
8,5,2005-08-25,1992,Lethal Weapon 3
8,2,2005-08-25,1988,Beaches
8,4,2005-08-25,2004,Shrek 2
8,4,2005-08-25,1991,Fried Green Tomatoes
8,5,2005-08-25,1999,The Sixth Sense
8,4,2005-08-25,1990,Ghost
8,4,2005-08-25,2003,The Recruit
8,4,2005-08-25,1999,End of Days
8,3,2005-08-25,1994,Beverly Hills Cop III
10,4,2004-02-05,2002,Bowling for Columbine
10,3,2004-03-02,2001,Y Tu Mama Tambien
10,3,2003-12-30,2003,Identity
10,5,2003-12-30,2003,Finding Nemo (Widescreen)
10,4,2003-12-30,2003,X2: X-Men United
10,2,2003-01-03,1998,Species II
10,2,2005-08-08,2004,Saw
10,3,2005-08-08,2004,Ray
10,4,2002-12-20,1999,Being John Malkovich
10,5,2003-12-30,2003,Whale Rider
10,4,2003-09-15,2003,Daredevil
10,4,2004-06-13,2003,The Rundown
10,3,2005-10-25,1984,Beverly Hills Cop
10,2,2003-12-30,2003,The In-Laws
10,4,2005-08-08,1995,Braveheart
10,3,2002-12-28,1997,The Devil's Own
10,3,2004-06-13,1998,Croupier
10,3,2004-06-13,2003,The Matrix: Revolutions
10,5,2005-08-08,1991,The Simpsons: Season 3
10,5,2003-02-12,1993,Sleepless in Seattle
10,5,2005-10-25,2003,Pirates of the Caribbean: The Curse of the Black Pearl
10,2,2004-06-13,2002,The Mothman Prophecies
10,2,2004-02-05,2002,Daughter from Danang: American Experience
10,5,2002-12-31,1999,The Mummy
10,3,2005-10-25,2004,Sideways
10,2,2005-10-25,2004,The Village
10,1,2003-05-30,1992,Man Bites Dog
10,4,2002-12-31,1988,Beaches
10,3,2004-06-13,2001,A Beautiful Mind
10,4,2003-02-13,2000,What Women Want
10,1,2003-12-04,1997,Live Flesh
10,2,2004-07-01,2003,Northfork
10,3,2003-04-18,1992,Reservoir Dogs
10,4,2005-08-08,1992,Lethal Weapon 3
10,4,2003-02-13,1985,Fright Night
10,2,2003-12-30,2003,2 Fast 2 Furious
10,5,2005-06-01,1999,The Sixth Sense
10,2,2003-05-21,2001,Bridget Jones's Diary
10,2,2004-05-31,1994,Eat Drink Man Woman
10,3,2003-02-14,2001,The Wedding Planner
10,2,2004-07-01,2000,Amores Perros
10,2,2004-02-05,2001,Rush Hour 2
10,4,2003-12-04,1995,Things to Do in Denver When You're Dead
10,5,2005-08-08,1953,Titanic
10,4,2002-12-20,1999,American Beauty
10,4,2005-08-08,2004,Taking Lives
10,3,2003-01-03,2000,Hollow Man
10,5,2003-07-29,1997,Princess Mononoke
10,5,2004-06-13,2002,Signs
25,5,2005-08-31,2003,The Italian Job
25,4,2005-05-20,2000,O Fantasma
25,2,2005-08-31,2002,Men in Black II
25,3,2004-01-21,1996,Regular Guys
33,4,2005-02-22,1955,To Catch a Thief
33,1,2004-07-31,2000,Better Than Sex
33,4,2005-02-22,2004,50 First Dates
33,4,2005-09-24,1999,An Ideal Husband
33,4,2005-02-22,2004,Taking Lives
33,4,2005-02-22,2004,The Bourne Supremacy
33,3,2005-02-22,1995,Things to Do in Denver When You're Dead
33,4,2005-02-22,1975,The Wind and the Lion
33,2,2005-09-24,2004,Garden State
33,4,2005-02-22,1993,Sleepless in Seattle
33,4,2005-09-24,1998,Elizabeth
42,4,2003-12-02,2002,Bend It Like Beckham
42,4,2004-09-27,2004,Taking Lives
42,3,2005-09-06,2004,Napoleon Dynamite
42,4,2003-10-29,2003,The In-Laws
42,5,2004-11-08,2004,Around the World in 80 Days
42,5,2005-05-11,2004,A Love Song for Bobby Long
42,4,2004-12-21,2004,Against the Ropes
42,4,2004-05-19,2003,Brother Bear (Theatrical Widescreen Version)
42,4,2005-05-11,2004,Finding Neverland
42,4,2004-01-05,2003,Whale Rider
42,3,2004-01-27,2003,A Guy Thing
42,5,2003-10-21,2003,A Man Apart
42,5,2004-12-21,2004,Shrek 2
42,4,2005-03-01,2003,Young Black Stallion
42,4,2004-12-21,2003,Elf
42,5,2003-11-19,2003,Finding Nemo (Widescreen)
42,4,2004-01-05,2003,The Italian Job
42,4,2003-12-02,2001,Horse Crazy
42,4,2004-12-21,2004,A Cinderella Story
42,3,2004-05-19,2003,House of Sand and Fog
42,4,2004-02-10,2003,I Capture the Castle
42,4,2004-05-19,2003,The Missing
42,4,2005-03-23,2004,Scooby-Doo 2: Monsters Unleashed
42,5,2005-03-01,1999,Walking with Dinosaurs
42,3,2005-09-06,2004,Sideways
42,4,2004-05-19,2003,Something's Gotta Give
42,5,2005-01-11,2004,The Passion of the Christ
42,3,2005-03-01,2004,Yu-Gi-Oh!: The Movie
42,3,2003-12-02,2003,The Matrix: Reloaded
42,4,2004-05-19,2003,The Matrix: Revolutions
42,4,2005-01-28,2003,Identity
42,3,2005-01-28,2004,The Village
42,4,2005-03-23,2002,Spirited Away
42,3,2004-05-19,2003,Dr. Seuss' The Cat in the Hat
42,4,2005-01-28,2004,The Bourne Supremacy
42,3,2004-01-05,2003,X2: X-Men United
59,5,2003-08-09,2003,Daredevil
59,4,2004-02-01,1999,Get Real
59,5,2004-01-12,2002,National Lampoon's Van Wilder
59,5,2005-05-26,2004,Ray
59,5,2005-04-26,2004,Saw
59,4,2003-12-22,2002,Biggie & Tupac
59,3,2005-02-23,2003,Whale Rider
59,4,2005-03-22,2004,Kill Bill: Vol. 2
59,5,2004-07-07,2004,50 First Dates
59,5,2005-02-23,2002,Bowling for Columbine
59,5,2005-02-23,2003,The Italian Job
59,2,2004-02-07,2002,Scratch
59,5,2003-10-08,2003,A Man Apart
59,4,2004-03-31,2003,American Wedding
59,3,2004-01-06,1997,Chasing Amy
59,5,2003-10-15,2003,X2: X-Men United
59,3,2003-08-09,1996,Thin Line Between Love & Hate
59,1,2005-02-23,2001,Lord of the Rings: The Fellowship of the Ring
59,4,2005-02-23,2002,Road to Perdition
59,5,2003-10-15,2000,Pay It Forward
59,5,2004-05-10,2003,The Matrix: Revolutions
59,4,2005-01-27,2002,25th Hour
59,2,2003-08-25,1994,Threesome
59,5,2005-02-14,2004,Man on Fire
59,5,2005-01-05,2003,Identity
59,4,2004-01-09,1999,Random Hearts
59,5,2004-01-25,2001,Queer as Folk: Season 1
59,5,2004-09-14,2003,Tupac: Resurrection
59,4,2005-02-23,2003,Pirates of the Caribbean: The Curse of the Black Pearl
59,4,2005-02-23,2003,Elf
59,4,2005-02-23,2003,S.W.A.T.
59,4,2005-02-23,2003,House of Sand and Fog
59,5,2005-02-23,2004,The Bourne Supremacy
59,4,2004-02-20,2002,28 Days Later
59,1,2005-02-23,2004,Eternal Sunshine of the Spotless Mind
59,5,2004-08-11,2003,Love Actually
59,2,2005-02-23,2003,Something's Gotta Give
59,4,2005-02-23,2004,Shrek 2
59,4,2003-10-15,2001,The Other Side of Heaven
59,3,2005-02-23,2002,Bend It Like Beckham
59,4,2004-09-08,1996,Beautiful Thing
59,5,2005-02-23,2003,The Last Samurai
59,2,2005-02-23,2004,Along Came Polly
59,5,2004-02-20,1989,Roger & Me
59,4,2003-09-22,2001,From Hell
59,3,2003-08-11,2003,A Guy Thing
59,5,2005-01-27,2004,The Village
59,5,2005-02-23,2004,Mean Girls
59,4,2005-05-26,2004,Finding Neverland
79,5,2005-01-26,2004,Friday Night Lights
79,4,2004-06-08,1995,Braveheart
79,3,2003-10-06,2000,Scooby-Doo's Original Mysteries
79,2,2004-10-08,2004,Mean Girls
79,4,2002-04-09,2001,Rush Hour 2
79,2,2003-12-30,1989,Look Who's Talking
79,5,2005-05-13,1995,While You Were Sleeping
79,3,2004-06-08,1993,Rookie of the Year
79,3,2004-11-05,1992,Lethal Weapon 3
79,4,2004-08-29,1991,The Silence of the Lambs
79,5,2005-05-16,1981,On Golden Pond
79,4,2004-06-29,2003,Brother Bear (Theatrical Widescreen Version)
79,5,2002-03-08,2001,MVP 2:  Most Vertical Primate
79,4,2004-12-09,2004,The Bourne Supremacy
79,2,2004-04-04,2003,Dr. Seuss' The Cat in the Hat
79,3,2003-12-29,2003,Bad Boys II
79,3,2003-03-29,2002,Collateral Damage
79,4,2004-04-12,2003,The Matrix: Revolutions
79,3,2005-01-19,1995,Man of the House
79,1,2005-04-28,2004,Undertow
79,3,2003-04-12,1994,Monkey Trouble
79,1,2003-11-23,2003,Daredevil
79,5,2005-08-08,1974,Herbie Rides Again
79,5,2004-11-22,1984,Footloose: Special Collector's Edition
79,5,2005-10-24,2005,Batman Begins
79,4,2005-07-26,2001,Exit Wounds
79,5,2005-03-10,2004,Ray
79,4,2005-11-07,2005,Hostage
79,1,2005-07-19,2004,Napoleon Dynamite
79,5,2004-10-20,1984,Sixteen Candles
79,4,2002-09-10,2001,Lord of the Rings: The Fellowship of the Ring
79,5,2004-06-23,2004,50 First Dates
79,5,2005-07-30,2004,Dear Frankie
79,3,2005-04-25,1999,Message in a Bottle
79,4,2005-06-30,2005,The Pacifier
79,3,2004-11-12,1998,U.S. Marshals
79,1,2005-04-12,2004,Sideways
79,4,2004-05-15,2003,Pirates of the Caribbean: The Curse of the Black Pearl
79,4,2005-09-19,2002,Harrison's Flowers
79,3,2002-12-31,2001,Serendipity
79,4,2003-12-29,2001,Spy Kids
79,3,2005-02-01,2001,Training Day
79,4,2002-10-08,2001,Rat Race
79,5,2005-02-09,1981,History of the World: Part 1
79,4,2003-02-11,1972,Scooby-Doo Meets Batman
79,4,2003-04-19,1998,Ever After: A Cinderella Story
79,5,2005-03-16,1989,When Harry Met Sally
79,4,2004-11-04,2000,Shanghai Noon
79,4,2004-07-05,2001,A Beautiful Mind
79,5,2005-04-06,1954,Seven Brides for Seven Brothers: 50th Anniversary Edition
79,3,2004-04-06,2003,Something's Gotta Give
79,3,2005-05-16,1985,Murphy's Romance
79,3,2004-12-17,2000,Here on Earth
79,4,2004-11-30,1989,Major League
79,3,2003-12-18,2003,Powerpuff Girls: 'Twas The Fight Before Christmas
79,4,2004-05-15,2003,The Matrix: Reloaded
79,4,2005-02-09,1995,Bad Boys
79,2,2003-12-03,2003,Bruce Almighty
79,4,2003-04-19,2000,Air Bud: World Pup
79,3,2004-08-03,2004,Confessions of a Teenage Drama Queen
79,4,2005-05-16,1987,No Way Out
79,2,2004-09-22,2004,Scooby-Doo 2: Monsters Unleashed
79,4,2005-06-30,1983,War Games
79,5,2004-12-08,1988,Beaches
79,1,2005-01-19,2004,Garden State
79,3,2003-12-30,1993,Hocus Pocus
79,3,2005-05-16,1987,Moonstruck
79,3,2005-01-19,1993,Cop and a Half
79,4,2005-07-26,2001,America's Sweethearts
79,5,2004-12-29,2003,Finding Nemo (Widescreen)
79,5,2004-12-16,1982,The Best Little Whorehouse in Texas
79,2,2003-05-20,2002,Mickey's House of Villains
79,3,2004-11-09,1992,Universal Soldier
79,3,2003-11-01,2003,The In-Laws
79,4,2005-03-09,2001,Recess: School's Out
79,1,2004-02-27,2002,The Importance of Being Earnest
79,1,2002-04-10,2000,High Fidelity
79,5,2005-01-05,1981,For Your Eyes Only
